client_id,default
74835,0.21420744831368027
17527,0.738105647996764
75683,0.35026772687374563
26883,0.4169874392713833
28862,0.1347670054649997
99881,0.5462185710569161
26630,0.7493120908236314
79934,0.20923436345342877
16605,0.11111159893637675
105449,0.13626497606209764
49000,0.5065606446714589
28589,0.3309944980921011
7706,0.16928643246747171
96743,0.32131543976267235
63018,0.7788359510090036
68282,0.27642491404952024
25663,0.3550017641231311
39302,0.48562289398138947
84204,0.2894496075869195
44202,0.7220540098870264
102650,0.46604146963465903
19519,0.505470904426517
47829,0.3479726785758927
10899,0.29829519399423365
16211,0.33165094015012525
9490,0.26457244740857727
37563,0.7220216924111802
85637,0.5203997029355761
26718,0.583149619351592
58572,0.6517618122823595
91847,0.23419016707865317
45575,0.3543277309694697
8526,0.542813218553245
84636,0.6182487841775622
67318,0.5295939741065455
2695,0.5732101964248627
76039,0.33616872795334923
47451,0.5165084253278938
71789,0.5829727347419524
11403,0.21606937589021993
100327,0.5032535720184206
2855,0.5254190145183664
101424,0.2752920221348514
88773,0.35059056717151976
39167,0.35603890879844796
37001,0.35768533373297495
96705,0.17126775050729198
84528,0.44325804326596696
77533,0.7917660903875157
57838,0.25604448399995516
77427,0.25632356677392093
84737,0.4954248165133072
108836,0.17025672782539414
107885,0.2432330164785129
15618,0.4216695115925108
79078,0.4859177635806629
24711,0.6891529445404945
5105,0.46434191889158744
46200,0.5077891497353784
47138,0.5878022718484613
29418,0.41649264811472975
8116,0.3733225565504165
91348,0.43558221372281164
26136,0.5649359831701131
46407,0.5853399317360618
65469,0.3417001672749436
90137,0.5633083415094511
23997,0.3070810320003707
53299,0.6364202852864976
1863,0.13211261604573996
17480,0.5984039101681783
56711,0.38208346733708576
60933,0.2601178968779878
104322,0.36910837797258567
49604,0.36285741435884716
39809,0.736580131361112
85778,0.33145331245122833
52445,0.5733769233311892
80390,0.4450479132558495
805,0.54733005330109
67224,0.17328029564258338
23033,0.1937021738914616
32775,0.22311438507630474
19865,0.3929984589401545
35371,0.3747138398571722
56038,0.5057213708103981
23368,0.30449561364246475
77105,0.47679232985832337
22564,0.8540582750988562
46368,0.31284815381518344
88516,0.5671422890740827
77171,0.19673707594823547
106102,0.24178114712172655
25435,0.4392571065065875
42614,0.2708352644629834
29540,0.7588608030574195
48473,0.3650399928841423
38274,0.5178886324604859
78135,0.809476785658754
43986,0.6567147402786514
88839,0.6239386944523642
87863,0.12444296950302827
6528,0.22098199779854324
70557,0.3287001289702515
96677,0.16237905996729202
76686,0.38217719005165823
26451,0.5879022337562938
31039,0.6896060544314949
54382,0.28498270178708307
105054,0.5438499124395267
43510,0.5049622184927537
77798,0.39007197043592395
41781,0.44325712072474344
12540,0.7703844031950303
43913,0.7132648741837669
38021,0.42407737720974176
46592,0.17962472302056656
29129,0.3420482801067751
106331,0.22034407827020588
83680,0.5733018589937231
80437,0.8524772467194685
32508,0.2969567874666274
76472,0.7048375582546548
86910,0.39894854419485204
9987,0.4116521152385669
27419,0.4992794212690277
52902,0.56420371187407
75674,0.4987623355660158
34794,0.15600168997353925
107464,0.7393692894429988
97027,0.7012741440439867
39859,0.10460712232233782
97274,0.6962988855813287
96800,0.21057714099769206
82080,0.42534790440642284
45431,0.14775229207534613
60975,0.44820384230016136
79281,0.2877986284483061
30657,0.7008263877758475
11728,0.4603912660796312
109850,0.4618162723182233
33944,0.8871936182539509
34383,0.2564323468147841
36240,0.3947390414929743
7728,0.9074821297660944
5402,0.5212787673977197
54180,0.5011569995244644
94181,0.09761831081748325
29334,0.628462822876861
76086,0.21602786242151112
57160,0.48031297407626444
74744,0.3218044433921493
51733,0.13639423283328087
46635,0.546230843020375
66040,0.5273934688075573
8853,0.8000900120142818
38048,0.8674241510289905
29192,0.7281420833528973
71027,0.25959430302237674
96068,0.28437800046526507
21867,0.3360128446822455
100867,0.4087552720473248
20825,0.5156681499549927
35137,0.24939389196691217
64771,0.38475057839068866
55922,0.6203470229623226
78069,0.09949563963645136
56864,0.4163605923295737
87471,0.2788513101901143
72211,0.6963617524075422
187,0.21718659879890234
50438,0.2963933303985523
17928,0.19008503731930554
3419,0.33967825945130486
65536,0.6280852669864766
89316,0.6265409310744104
21272,0.17106500717197026
85076,0.6644142806042026
1479,0.30475920038850546
8135,0.7711016608705386
3913,0.338273319990675
91344,0.2762210081019801
32514,0.5637887101661608
39559,0.5275099874820843
26281,0.6117885780364657
98433,0.5130676945764477
81717,0.5320606905222208
99344,0.36637859137177325
85881,0.2310513690166245
80556,0.7826911266836741
105500,0.49212888638951846
70008,0.5055897454190729
91463,0.45198318123803766
107088,0.5119737075511802
104158,0.33984117662769875
20218,0.5867341725916649
573,0.44304805937756075
38443,0.20548200328505656
73113,0.3812568546991046
99049,0.555027713065806
82199,0.11054442523829038
60808,0.28468030990729326
103260,0.2536743214887384
77438,0.7466357572711021
40320,0.7954844613264552
84124,0.28834801672495336
69231,0.7160039652506608
82821,0.45131888279224486
54726,0.6275588751463883
37778,0.32179275487848696
108116,0.16828201860816433
43598,0.6194912264345394
23345,0.25173615544625
105157,0.41323995269882324
43973,0.801635601391778
79887,0.6312364768396737
92320,0.5882130831925941
54418,0.6576826493330495
79971,0.48400246387431434
45451,0.4297896270272694
106772,0.38049240590259664
29223,0.1371729010210788
86360,0.27095880105934184
99956,0.44548438201203955
2286,0.6504001648665941
23289,0.37979306304969984
90690,0.7885046292298559
19804,0.3557088303948736
61536,0.2295163861230927
37688,0.34901569922669456
74314,0.817153131860535
67549,0.28263422256410414
19207,0.36443594096440446
74270,0.7675828329637676
69370,0.3506938383211471
6212,0.44206976138682846
95424,0.3598714777044538
18568,0.46205672292225386
106224,0.3048355904453055
32019,0.6498802202188003
97402,0.5992337534672149
56450,0.5814877319632032
91919,0.3323847147180166
81801,0.16984943749426082
71270,0.414917757906132
47514,0.3482423388617876
275,0.5475371000546717
28815,0.5493328832050393
64846,0.26726012223680273
45165,0.21636660247969594
7032,0.6119598254502424
57976,0.2316018757178166
99147,0.19515887054712358
86253,0.29017605900934007
18780,0.17785635989368562
67732,0.2906333256031526
81518,0.2556499875419621
40092,0.1726890748414235
26566,0.6467662933944416
15821,0.86149075639334
86263,0.5732674697211133
95162,0.6288220682970139
63960,0.3155604728953011
36892,0.46472560214734504
56946,0.5344341808467055
52656,0.8332813359980289
85439,0.7821750979988595
102782,0.6456503882941409
106376,0.10958668694819391
43590,0.6404488989305908
10011,0.2584096186295622
20493,0.7882796894831731
28721,0.468582185329864
73103,0.6547628116936156
85516,0.36579128694672514
81020,0.13634220769401673
81989,0.7457069469500771
13142,0.6195796731389305
16447,0.610230328188348
17561,0.3945982802370796
40923,0.6551221619478736
32788,0.39566405396363485
13766,0.3734469354594596
81627,0.3148295320851343
103476,0.31751894817940346
50817,0.6219237008651638
49368,0.3959195156926706
105595,0.09585739735160628
8548,0.19172590225560351
40890,0.8485253111699854
96824,0.7450218560915426
84416,0.28538506439379124
56147,0.17151721217392946
79205,0.610150448516455
95882,0.13107725804253692
29518,0.8641776173745864
61207,0.38377979241899945
36076,0.6206107683113702
61965,0.3920555051276734
69222,0.3542819004652967
55794,0.12390615692817822
86433,0.37057333524194214
36676,0.43587464000266746
56927,0.1796848066560385
25362,0.9115525138214109
56641,0.4487862792139168
100019,0.26831548584979087
13280,0.2801467639506073
53290,0.5473759569273131
7529,0.24703161210586674
72735,0.1704563169202303
87572,0.7026321366636944
55742,0.7158726671798816
60331,0.28932460885046135
59825,0.2895093954964451
45002,0.9003602940765575
108189,0.3620450925997867
20687,0.622952998199753
60122,0.2535245947888585
66899,0.21327825057240002
89714,0.36611727417258183
102747,0.5438914883636228
87437,0.7250531677304431
49346,0.16528517658289812
102539,0.517007422374981
38162,0.12055975533338865
84639,0.45283895105206984
97968,0.19981351923734272
72640,0.3053759303179656
24333,0.39993306286524233
4196,0.27789019979099455
24662,0.3111669990805698
28238,0.7474092319442144
18510,0.2491147298888157
64124,0.4326322621017403
48593,0.33335410440768415
71690,0.23908309525983878
104908,0.6833250953535897
92538,0.47644415307478594
58912,0.48465331288382724
15761,0.6394883384402396
84840,0.5903132222505825
99784,0.05687213043323784
30004,0.22088142529636076
48741,0.19131045577488004
101941,0.3533538240408827
36415,0.2388872160384781
91235,0.3088867656911913
28385,0.2238010210651409
100045,0.22604351497469244
7581,0.48745119080144045
16687,0.5401380646231457
65026,0.4477567638905951
26091,0.6895783579866915
50047,0.3150550359581464
47576,0.5834209819067744
3661,0.3813658189921123
44908,0.5383151951056648
78115,0.2801282659856953
91136,0.28959137501944576
3738,0.0943918812422116
39754,0.1507342227638595
97332,0.1248663056090486
107207,0.5838964952522441
49260,0.27905265688965036
50687,0.6899809589342711
77353,0.6128815266219114
79597,0.5874282128146411
85894,0.1705892558966421
61443,0.25165852350584705
12347,0.5766969433059854
7302,0.4662852796333861
3916,0.48744475326350273
91094,0.09948076204522388
91811,0.3192156363035929
9132,0.14934232958964988
76875,0.2554490335195128
76060,0.27144416386044323
41150,0.43596694213268167
100403,0.4900793406659305
102738,0.24011191439254645
55164,0.3032104471380685
79125,0.4485257695628006
20175,0.3132016309793606
1571,0.5645931767037305
105038,0.45483928293818526
76741,0.23283097765740857
42128,0.5407928448078821
78075,0.36938914749415463
21431,0.16978201637605916
88690,0.2552769030902796
87423,0.3023174305658063
88102,0.7397553125730797
74580,0.35414223775956094
66516,0.48159818575489705
53509,0.36445049152899295
45116,0.4759184441093931
80326,0.34382499887353696
60721,0.27579107343956555
6348,0.8408464991742184
12480,0.4851191921963993
88943,0.79660689734384
84917,0.514098510136384
83904,0.24020503473289287
33821,0.2007179903240747
11620,0.32828883423702165
96956,0.2722987538422365
20444,0.3214321319041896
11688,0.30865422974574275
2543,0.33453305572842706
12561,0.7892396080954223
61593,0.5592975167803491
31191,0.826340290530641
17720,0.46139215664708927
30450,0.8571742855483457
93387,0.4338868844339344
29295,0.47676115844987377
38595,0.35731771721605715
88559,0.4826922979765366
105043,0.10536002692089248
17542,0.40532947194854263
44347,0.6336908648586432
52333,0.4280024455348158
104508,0.5186560407921937
7969,0.3933660673069719
62639,0.6439074594121282
54862,0.7041580438094072
1138,0.8059815512357269
76418,0.7062185225218712
23605,0.3609806528750237
53337,0.5357649695242117
60455,0.7313409223025886
97510,0.5079560062677414
86732,0.386991035814815
60044,0.2711984026676863
6139,0.6083682436339465
1231,0.5617160584555206
10964,0.6319954060288502
59421,0.7298713890397245
80041,0.49604102411895784
5642,0.60939535634042
61284,0.1280589089490686
94299,0.28169631212679125
64711,0.5531832516072264
34535,0.6159022831528108
53611,0.48305558951753813
63517,0.11548258809351623
13947,0.7550713462531321
48308,0.49659365973691644
29355,0.3366852591786602
2743,0.5027352623080693
11052,0.19155532256587476
21162,0.7109111352283232
50254,0.4690337498186995
8589,0.18501246651031927
33393,0.558952197164182
53379,0.23372741510076422
95564,0.40410649245207336
78779,0.414242603310335
82277,0.44317084542186014
85723,0.6307663168370485
76496,0.4082417972662364
65731,0.38094987471324226
80957,0.6355026096711568
53670,0.8146032381395849
108353,0.3628577345933805
18626,0.5924638359113322
12491,0.2859955657892684
21274,0.40931936591860313
17038,0.3639298713247878
94030,0.7686045046541478
20798,0.44869965791119687
81548,0.2699878700474474
1108,0.48267891517472944
77114,0.33695712658763544
33748,0.8217715879128331
21517,0.12452659032896436
92762,0.7053105475543994
6331,0.32225896285832717
76970,0.29760704265038596
35024,0.3270401011436581
3687,0.8235778514713372
110033,0.5875280401229227
22985,0.7088384032027631
66968,0.8704200812031784
67600,0.40073156306343166
22676,0.7679703049550537
17091,0.3104990902731283
65798,0.3359252101552471
65656,0.5633964238921453
57665,0.7848217917376138
28967,0.3399813493287661
49017,0.4069660706515301
65338,0.7160150021031105
76390,0.6881916270285622
108368,0.3548331988447898
67509,0.5262442713192469
9503,0.35065500483688306
107874,0.5177664042556643
60601,0.46079276954515197
104656,0.23996651030514304
106613,0.14576902179503243
104546,0.31486729929768276
66927,0.6816420249224457
20259,0.7766063481782579
24349,0.20501923442827893
78336,0.36260747434424373
37717,0.5784583793769199
103904,0.8067994590350606
88678,0.376104938887582
50135,0.22338044585552366
41884,0.5468366621300085
87724,0.2725442472184754
23718,0.09425918247105772
23026,0.45084896636034016
59246,0.1505996874049654
59061,0.5266865919725523
6397,0.29393672197689097
92724,0.18454436177851785
67053,0.3966208374442285
54793,0.6979940913538752
22836,0.33657091402948686
83770,0.22727025497441705
45757,0.35289928674629123
25266,0.29656571744953225
77610,0.36059801900097777
40281,0.20277466728148488
7546,0.6674682395666771
108958,0.4087214251715319
99034,0.38869919555256804
24596,0.7462161120003437
59177,0.4013060378172891
96922,0.44688324782878813
101144,0.31063463437782984
29982,0.5869295470023611
45325,0.28257579581656883
61741,0.4560020182699357
65405,0.3867903409309261
36589,0.8530677419611683
16356,0.6285531571225763
52821,0.1778470317795702
5113,0.7955688288945679
99771,0.19624370464668986
24478,0.7686050124230315
38247,0.7238108164483018
45480,0.5062799622527248
85124,0.2330910746021929
82772,0.49939541565683804
6335,0.511130216090849
12257,0.12438490093783516
90207,0.2902613294179259
34691,0.34472382720178013
94898,0.42921630993812404
27675,0.7343561860144006
90803,0.2061773555946547
76698,0.5621640744743356
46524,0.5542420210320835
81814,0.5641117300914994
8823,0.3909349488586334
78828,0.2518135388178857
108417,0.37867471393369
99582,0.24969223392851386
35989,0.10452437234558373
74157,0.3340668557990908
78557,0.42611692543979507
14520,0.18056682861421883
44066,0.20737052064255768
83076,0.8461660483644547
6371,0.6391167995383501
78355,0.13644614658741955
30115,0.6628672792959024
14901,0.6625701224993692
69782,0.7507457448724226
99380,0.16341463743207682
50643,0.7466836984452484
90650,0.5913474305609028
26495,0.47797350968926783
98284,0.21809549248776422
1371,0.4344583775913838
58925,0.44419655267791947
51624,0.4397504105592246
19305,0.3107357790049426
23949,0.17706376117043648
39486,0.6180734652522426
26259,0.4844850001620421
95823,0.5425579163306316
14883,0.8538695844870325
87922,0.31782721747560905
35262,0.3614071625996538
104180,0.7198637356684036
74029,0.19660125331257564
25738,0.6420414276380194
89435,0.4451328273143807
83654,0.7756028575665506
